transaction_id,user_id,amount,transaction_time,merchant_category,location,device_type,payment_method,failed_attempts,is_fraud
105067,1917,8715.33,2026-05-21 15:05:53,Electronics,Hyderabad,Web,Wallet,3,False
105068,709,107264.75,2026-06-22 09:04:04,Luxury,Chennai,Mobile,Card,1,False
105069,1151,89581.3,2026-03-17 19:56:48,Electronics,Pune,POS,UPI,1,False
105070,1035,26460.02,2026-03-10 22:15:33,Food,Delhi,POS,UPI,2,False
105071,1564,119883.59,2026-01-05 14:32:42,Luxury,Pune,Web,Card,1,False
105072,877,85922.92,2026-05-05 10:04:50,Jewelry,Bangalore,Web,Net Banking,1,False
105073,588,48417.09,2026-05-30 16:36:25,Jewelry,Mumbai,POS,Wallet,1,False
105074,851,2683.34,2026-05-17 01:41:39,Electronics,Pune,Mobile,UPI,3,False
105075,1514,94332.8,2026-01-05 23:04:55,Food,Mumbai,POS,UPI,0,False
105076,1746,15999.81,2026-04-07 00:49:56,Food,Delhi,Mobile,Net Banking,0,False
105077,1904,120104.04,2026-03-13 09:57:45,Luxury,Chennai,Web,Net Banking,5,False
105078,1265,146585.41,2026-03-15 18:15:58,Jewelry,Delhi,Mobile,UPI,5,False
105079,1880,44146.2,2026-03-05 04:45:00,Luxury,Delhi,Mobile,Card,1,False
105080,1630,111483.17,2026-04-11 10:49:44,Luxury,Delhi,Web,UPI,4,False
105081,1208,125702.48,2026-02-04 01:44:51,Luxury,Hyderabad,Mobile,UPI,4,True
105082,1415,12575.16,2026-04-22 21:37:13,Electronics,Hyderabad,Mobile,Card,5,False
105083,551,46548.37,2026-03-21 21:18:26,Food,Bangalore,Mobile,Wallet,0,False
105084,1264,19128.78,2026-03-20 01:09:23,Luxury,Mumbai,Mobile,Net Banking,0,False
105085,708,69840.7,2026-02-22 06:24:53,Luxury,Chennai,Mobile,UPI,4,False
105086,622,42357.66,2026-02-23 03:51:04,Food,Bangalore,Mobile,Card,0,False
105087,648,73019.99,2026-01-07 20:11:54,Electronics,Hyderabad,Mobile,UPI,0,False
105088,885,88132.64,2026-02-11 07:23:47,Food,Bangalore,POS,Net Banking,3,False
105089,1950,65865.86,2026-03-08 10:46:17,Luxury,Pune,POS,Card,0,False
105090,1990,71159.98,2026-02-18 19:08:06,Luxury,Pune,POS,Wallet,5,False
105091,1034,57409.52,2026-04-18 02:47:49,Electronics,Pune,Mobile,Net Banking,4,True
105092,1403,145930.02,2026-06-06 22:00:24,Jewelry,Hyderabad,Web,Net Banking,1,False
105093,1019,932.69,2026-01-29 04:56:36,Jewelry,Delhi,Mobile,UPI,0,False
105094,1866,23227.61,2026-06-11 09:57:42,Electronics,Delhi,POS,Wallet,2,False
105095,1029,49162.62,2026-01-24 20:52:42,Electronics,Delhi,Web,Net Banking,4,False
105096,1080,124972.87,2026-02-12 20:55:20,Food,Pune,Mobile,Card,1,False
105097,1167,126076.84,2026-03-09 07:16:20,Electronics,Pune,Mobile,Net Banking,5,False
105098,1128,28509.76,2026-02-25 05:10:30,Electronics,Chennai,Web,Net Banking,3,False
105099,1133,126272.04,2026-02-09 02:46:29,Electronics,Delhi,Web,UPI,1,False
105100,1951,34276.19,2026-02-22 19:15:48,Luxury,Hyderabad,Mobile,Wallet,2,False
105101,1989,48805.18,2026-02-13 00:21:55,Luxury,Delhi,Mobile,Card,4,False
105102,614,80859.35,2026-05-21 22:29:49,Electronics,Hyderabad,POS,Wallet,0,False
105103,552,105746.16,2026-05-07 00:33:31,Electronics,Chennai,POS,Card,0,False
105104,807,42974.75,2026-02-14 12:30:49,Food,Delhi,POS,Net Banking,5,False
105105,1927,87130.29,2026-04-09 06:27:59,Electronics,Bangalore,Mobile,UPI,2,False
105106,579,119549.21,2026-03-30 21:12:47,Jewelry,Bangalore,POS,Card,5,False
105107,1040,102671.33,2026-05-27 20:00:01,Jewelry,Pune,POS,Net Banking,5,False
105108,1556,108427.36,2026-01-08 17:44:26,Jewelry,Chennai,Web,UPI,5,False
105109,1069,97347.51,2026-03-26 23:41:29,Electronics,Delhi,Mobile,Wallet,2,False
105110,695,5546.78,2026-03-10 02:07:56,Electronics,Pune,Mobile,Net Banking,0,False
105111,886,40680.15,2026-03-17 19:32:15,Food,Hyderabad,Web,Net Banking,3,False
105112,1942,95455.06,2026-05-13 07:30:14,Jewelry,Bangalore,Mobile,Wallet,5,False
105113,535,8787.39,2026-02-01 22:51:33,Jewelry,Delhi,POS,Card,2,False
105114,1496,42055.63,2026-02-15 06:45:19,Electronics,Hyderabad,Web,Net Banking,2,False
105115,1240,55648.64,2026-01-11 04:08:21,Food,Delhi,POS,Wallet,3,True
105116,1897,45900.43,2026-04-11 21:42:31,Luxury,Pune,Mobile,Card,0,False
105117,513,22089.9,2026-01-15 14:51:04,Luxury,Hyderabad,Mobile,UPI,5,False
105118,1505,94904.6,2026-01-30 03:45:01,Jewelry,Pune,Web,Net Banking,2,False
105119,1946,116953.76,2026-03-18 17:59:05,Food,Chennai,Mobile,UPI,4,False
105120,1835,27084.78,2026-06-10 10:43:22,Food,Delhi,Mobile,Card,3,False
105121,1796,80711.28,2026-05-04 01:09:59,Jewelry,Bangalore,POS,Net Banking,5,True
105122,507,15170.67,2026-04-03 18:02:58,Luxury,Chennai,Web,UPI,3,False
105123,747,3647.86,2026-03-14 12:01:27,Luxury,Pune,POS,Card,3,False
105124,920,119544.43,2026-01-30 03:40:37,Food,Mumbai,Web,Wallet,0,False
105125,536,53740.77,2026-05-16 03:53:59,Electronics,Delhi,POS,UPI,2,False
105126,1117,52433.14,2026-03-19 03:43:28,Electronics,Mumbai,Web,Card,1,False
105127,1557,137134.03,2026-03-25 21:59:46,Luxury,Bangalore,Mobile,Wallet,5,False
105128,769,39582.17,2026-06-10 14:15:43,Jewelry,Delhi,POS,Wallet,0,False
105129,777,21653.83,2026-06-20 09:34:48,Electronics,Hyderabad,POS,Net Banking,0,False
105130,1615,91152.75,2026-01-23 05:30:38,Food,Bangalore,Mobile,Net Banking,4,False
105131,1679,14563.57,2026-01-13 22:16:24,Electronics,Mumbai,Mobile,Net Banking,4,False
105132,679,137179.88,2026-01-23 12:48:59,Food,Bangalore,Mobile,UPI,4,False
105133,1393,148715.78,2026-03-30 04:00:15,Electronics,Mumbai,POS,Net Banking,0,False
105134,736,46630.45,2026-01-18 02:21:04,Electronics,Pune,Mobile,Net Banking,1,False
105135,696,29054.53,2026-03-28 15:47:39,Food,Bangalore,Web,Net Banking,0,False
105136,1455,15625.28,2026-06-21 14:23:28,Luxury,Pune,Web,Card,1,False
105137,573,127817.78,2026-03-23 00:56:45,Food,Delhi,POS,UPI,4,True
105138,951,86195.86,2026-05-16 18:42:39,Electronics,Delhi,Mobile,Wallet,1,False
105139,1976,45169.94,2026-05-25 05:18:52,Food,Bangalore,Web,Wallet,3,False
105140,1323,70109.13,2026-05-17 10:52:08,Electronics,Delhi,Mobile,UPI,0,False
105141,1627,123360.95,2026-02-28 16:25:45,Luxury,Delhi,Web,Wallet,5,False
105142,1098,148940.15,2026-06-23 18:35:54,Electronics,Delhi,Web,Card,1,False
105143,1916,24092.47,2026-05-14 18:15:27,Jewelry,Delhi,POS,UPI,3,False
105144,1908,42086.81,2026-04-30 04:25:09,Food,Bangalore,Web,UPI,2,False
105145,1313,22599.14,2026-05-27 17:18:40,Luxury,Mumbai,Web,Card,2,False
105146,975,15927.08,2026-03-09 00:45:27,Food,Pune,Web,Card,5,False
105147,822,99293.92,2026-03-12 09:22:55,Luxury,Delhi,Mobile,Card,0,False
105148,1945,113150.66,2026-06-25 07:50:17,Food,Chennai,Mobile,UPI,3,False
105149,1423,85488.23,2026-05-21 22:51:22,Luxury,Delhi,POS,Net Banking,1,False
105150,922,76583.04,2026-03-21 23:38:31,Jewelry,Hyderabad,Web,Wallet,0,False
105151,1066,129025.78,2026-01-18 22:29:49,Jewelry,Mumbai,Web,Wallet,3,False
105152,1332,147958.98,2026-06-16 21:16:09,Luxury,Mumbai,POS,Wallet,1,False
105153,1636,20945.31,2026-06-12 00:41:50,Food,Bangalore,Mobile,Wallet,2,False
105154,1490,123564.24,2026-02-21 14:22:11,Jewelry,Bangalore,Web,UPI,3,False
105155,1540,35270.38,2026-02-17 10:27:33,Electronics,Chennai,POS,UPI,2,False
105156,1931,66745.05,2026-05-11 01:56:03,Jewelry,Pune,Web,Card,3,True
105157,1561,20209.53,2026-06-08 07:27:57,Electronics,Chennai,POS,UPI,4,False
105158,1620,6506.13,2026-01-05 04:10:42,Electronics,Mumbai,Web,Net Banking,2,False
105159,1788,138746.53,2026-05-08 16:58:59,Jewelry,Pune,Mobile,UPI,0,False
105160,1049,44285.1,2026-06-25 01:32:14,Food,Chennai,Web,Wallet,1,False
105161,1045,40556.94,2026-03-21 11:32:23,Food,Bangalore,POS,Wallet,5,False
105162,587,27118.45,2026-04-26 06:17:55,Jewelry,Pune,POS,Card,2,False
105163,1095,83288.26,2026-01-06 10:58:13,Food,Delhi,POS,UPI,5,False
105164,1037,94431.85,2026-01-03 19:21:32,Food,Delhi,Web,Card,2,False
105165,1745,68459.17,2026-04-18 06:56:01,Electronics,Mumbai,Mobile,UPI,4,False
105166,1699,18848.24,2026-03-09 11:18:00,Food,Hyderabad,Web,Wallet,3,False
105167,1051,108679.51,2026-02-18 13:00:41,Food,Delhi,Web,Net Banking,4,False
105168,692,145319.94,2026-03-30 12:17:10,Food,Delhi,Mobile,Wallet,4,False
105169,996,30351.5,2026-06-04 22:48:37,Electronics,Bangalore,Web,UPI,1,False
105170,876,27043.0,2026-06-21 08:06:07,Food,Hyderabad,Mobile,Card,3,False
105171,1684,58068.51,2026-05-01 08:48:43,Electronics,Mumbai,POS,UPI,0,False
105172,1585,122556.56,2026-01-16 15:55:52,Food,Mumbai,POS,Net Banking,1,False
105173,1786,139868.05,2026-06-13 20:05:36,Electronics,Chennai,Web,Net Banking,2,False
105174,838,50890.82,2026-05-13 09:59:06,Electronics,Hyderabad,Mobile,UPI,2,False
105175,726,143784.46,2026-06-07 19:33:08,Luxury,Pune,POS,Wallet,3,False
105176,882,89907.11,2026-02-01 01:44:24,Electronics,Bangalore,Mobile,Wallet,3,True
105177,1691,39952.65,2026-05-26 10:19:21,Jewelry,Mumbai,Web,Wallet,5,False
105178,1021,115101.91,2026-01-02 13:33:44,Luxury,Chennai,Web,Net Banking,1,False
105179,1394,55028.82,2026-02-27 14:51:37,Jewelry,Delhi,Web,Wallet,3,False
105180,1931,76967.73,2026-01-20 15:48:39,Luxury,Hyderabad,Mobile,Card,1,False
105181,1250,62514.14,2026-05-09 23:46:19,Jewelry,Mumbai,Web,Card,3,False
105182,1896,135254.17,2026-06-18 09:28:27,Food,Hyderabad,Web,Wallet,1,False
105183,1867,14435.83,2026-03-07 11:17:14,Jewelry,Chennai,POS,Wallet,2,False
105184,912,85638.53,2026-04-20 02:10:18,Luxury,Hyderabad,Mobile,Card,1,False
105185,1381,19010.4,2026-02-06 02:22:57,Food,Chennai,POS,UPI,4,False
105186,1011,75670.2,2026-05-02 18:08:09,Electronics,Bangalore,Web,Net Banking,0,False
105187,1623,35216.85,2026-06-04 09:20:57,Luxury,Pune,Web,Wallet,5,False
105188,1272,141379.69,2026-03-04 20:01:53,Food,Hyderabad,POS,Net Banking,3,False
105189,1921,120494.06,2026-02-12 04:30:40,Luxury,Chennai,POS,Card,4,True
105190,865,87787.69,2026-03-24 10:24:45,Electronics,Chennai,POS,Net Banking,3,False
105191,630,39521.67,2026-01-28 11:00:56,Jewelry,Delhi,POS,UPI,1,False
105192,547,55876.98,2026-06-12 09:33:59,Jewelry,Hyderabad,Mobile,Wallet,4,False
105193,1605,133363.34,2026-01-22 23:40:20,Luxury,Chennai,Mobile,Wallet,3,False
105194,1211,32784.51,2026-05-13 07:40:54,Food,Pune,Web,Wallet,2,False
105195,1235,107640.15,2026-05-17 07:50:19,Jewelry,Pune,Web,Card,2,False
105196,747,5797.72,2026-05-31 22:53:20,Luxury,Mumbai,Mobile,UPI,4,False
105197,1398,61721.45,2026-05-12 09:16:41,Electronics,Bangalore,POS,Card,5,False
105198,549,132645.39,2026-01-15 14:29:20,Food,Bangalore,Web,Wallet,3,False
105199,1451,85101.51,2026-06-17 07:08:04,Electronics,Pune,POS,UPI,4,False
105200,1309,146884.12,2026-03-16 21:35:57,Jewelry,Delhi,Mobile,UPI,4,False
105201,1830,116730.09,2026-05-03 15:05:15,Luxury,Bangalore,POS,Wallet,0,False
105202,518,3027.98,2026-06-23 15:44:23,Luxury,Bangalore,Mobile,Card,4,False
105203,1029,57810.75,2026-04-25 04:56:07,Food,Mumbai,Mobile,UPI,3,True
105204,711,137672.42,2026-04-12 22:40:40,Luxury,Chennai,Web,UPI,3,False
105205,573,290.22,2026-04-24 00:43:08,Jewelry,Bangalore,POS,Card,3,False
105206,823,50565.7,2026-04-13 21:28:40,Electronics,Bangalore,Web,Card,2,False
105207,1623,108574.27,2026-01-25 15:44:36,Luxury,Pune,POS,UPI,2,False
105208,1157,110121.56,2026-03-23 15:01:37,Luxury,Hyderabad,POS,Card,4,False
105209,1658,1714.08,2026-04-24 23:24:46,Luxury,Chennai,Mobile,Net Banking,2,False
105210,543,104022.04,2026-06-11 16:47:14,Jewelry,Hyderabad,Mobile,Card,4,False
105211,1895,123133.56,2026-05-26 02:14:10,Jewelry,Pune,POS,Net Banking,4,True
105212,1179,59203.22,2026-06-02 15:31:30,Luxury,Pune,Web,UPI,4,False
105213,817,47829.93,2026-04-17 03:23:25,Luxury,Bangalore,Web,Card,4,False
105214,589,46296.81,2026-02-12 17:03:08,Electronics,Pune,Web,Net Banking,0,False
105215,693,86916.21,2026-02-15 11:01:52,Electronics,Bangalore,Mobile,Wallet,1,False
105216,1901,73304.76,2026-06-24 03:33:13,Food,Chennai,Web,Net Banking,4,True
105217,638,113080.97,2026-05-15 05:15:08,Food,Mumbai,Mobile,Wallet,3,False
105218,1301,47864.53,2026-01-21 05:41:46,Jewelry,Chennai,Web,Card,2,False
105219,945,36391.7,2026-05-23 17:52:22,Electronics,Pune,POS,UPI,5,False
105220,1192,116148.34,2026-01-08 15:49:01,Jewelry,Mumbai,Mobile,Card,4,False
105221,1967,81903.1,2026-05-26 18:56:48,Food,Chennai,Web,Wallet,4,False
105222,1649,37280.36,2026-06-20 19:24:18,Food,Hyderabad,Web,Wallet,3,False
105223,1011,46502.58,2026-04-12 01:56:43,Food,Chennai,Web,Wallet,2,False
105224,688,90579.88,2026-01-19 08:03:18,Food,Pune,POS,UPI,0,False
105225,554,140584.52,2026-04-21 08:31:55,Jewelry,Hyderabad,Web,Wallet,4,False
105226,518,110599.45,2026-05-24 08:14:20,Luxury,Pune,Mobile,Card,4,False
105227,756,38083.52,2026-06-19 22:20:25,Electronics,Mumbai,Web,Card,3,False
105228,707,28223.64,2026-01-08 21:01:11,Electronics,Hyderabad,Mobile,Wallet,2,False
105229,1895,45695.25,2026-03-25 05:20:15,Luxury,Delhi,Web,Card,0,False
105230,1400,66954.29,2026-01-21 23:11:22,Food,Chennai,Mobile,Card,3,False
105231,1970,96087.71,2026-05-11 05:00:26,Luxury,Mumbai,Mobile,Wallet,4,False
105232,1902,149805.87,2026-04-13 09:57:33,Food,Hyderabad,Mobile,Wallet,2,False
105233,1556,133447.31,2026-04-11 18:58:12,Luxury,Delhi,Web,Card,2,False
105234,859,115047.5,2026-06-17 23:45:13,Electronics,Chennai,POS,Net Banking,3,False
105235,1592,20917.03,2026-01-16 11:24:56,Luxury,Hyderabad,Web,Card,4,False
105236,791,31504.09,2026-04-20 15:28:29,Food,Bangalore,Mobile,Wallet,4,False
105237,1128,145285.55,2026-04-05 00:52:34,Jewelry,Bangalore,Mobile,Card,2,False
105238,910,129864.68,2026-02-17 16:05:58,Jewelry,Chennai,Mobile,Card,2,False
105239,1940,25699.39,2026-04-11 07:57:38,Electronics,Hyderabad,POS,Net Banking,5,False
105240,1678,115601.22,2026-03-04 11:22:55,Jewelry,Hyderabad,Mobile,UPI,3,False
105241,518,116607.91,2026-03-02 00:23:20,Jewelry,Delhi,POS,UPI,3,True
105242,1871,96208.22,2026-06-06 04:04:53,Food,Delhi,POS,UPI,3,True
105243,1918,61706.66,2026-02-02 12:44:51,Food,Mumbai,Web,Wallet,5,False
105244,686,47572.81,2026-02-24 09:17:09,Luxury,Delhi,Mobile,Wallet,2,False
105245,1694,113904.53,2026-03-18 06:25:57,Electronics,Delhi,Mobile,Net Banking,2,False
105246,955,21397.21,2026-02-18 07:12:45,Electronics,Mumbai,POS,Wallet,1,False
105247,1845,18319.61,2026-04-26 07:46:09,Electronics,Pune,Mobile,Card,4,False
105248,1937,62305.05,2026-05-05 23:09:48,Electronics,Delhi,POS,Card,2,False
105249,1638,29138.92,2026-01-06 19:37:40,Food,Mumbai,Web,Wallet,1,False
105250,1147,7081.32,2026-01-12 06:12:59,Luxury,Hyderabad,POS,Card,1,False
105251,1087,86598.03,2026-06-24 20:38:41,Luxury,Pune,Mobile,Wallet,4,False
105252,1443,135131.6,2026-03-18 19:49:53,Electronics,Hyderabad,Web,Net Banking,1,False
105253,1670,4467.7,2026-04-27 17:25:54,Electronics,Chennai,Mobile,UPI,3,False
105254,1606,49593.31,2026-06-17 11:21:47,Food,Bangalore,POS,Wallet,5,False
105255,642,130873.89,2026-02-26 03:30:20,Jewelry,Hyderabad,Mobile,Card,5,True
105256,1511,58654.32,2026-06-13 14:06:49,Food,Delhi,Mobile,Card,3,False
105257,1487,83845.14,2026-02-05 04:47:02,Electronics,Hyderabad,POS,Net Banking,2,False
105258,1810,8753.25,2026-02-16 02:56:28,Electronics,Hyderabad,POS,UPI,0,False
105259,1717,143438.53,2026-03-25 15:11:31,Jewelry,Delhi,Web,UPI,2,False
105260,1169,32849.16,2026-06-09 22:15:33,Luxury,Delhi,POS,Net Banking,4,False
105261,1920,131806.16,2026-03-13 18:55:16,Electronics,Delhi,POS,Net Banking,1,False
105262,1156,49539.16,2026-04-12 14:38:59,Jewelry,Mumbai,Mobile,UPI,5,False
105263,816,133084.55,2026-01-28 09:43:28,Electronics,Chennai,Web,Net Banking,1,False
105264,673,125804.37,2026-02-02 17:46:33,Electronics,Mumbai,POS,Card,1,False
105265,1299,38190.28,2026-05-10 08:43:13,Food,Chennai,Mobile,UPI,0,False
105266,1118,64938.31,2026-01-31 01:24:00,Electronics,Pune,Web,Net Banking,0,False
105267,1068,96196.59,2026-02-21 10:34:25,Food,Delhi,Mobile,Wallet,4,False
105268,1554,4978.01,2026-02-11 08:41:31,Luxury,Bangalore,Web,Card,5,False
105269,1447,81670.5,2026-05-29 08:32:29,Electronics,Delhi,POS,Wallet,1,False
105270,1909,78982.06,2026-06-05 13:44:38,Jewelry,Hyderabad,Mobile,UPI,4,False
105271,512,70488.27,2026-05-29 00:07:53,Electronics,Chennai,Mobile,Net Banking,1,False
105272,1547,137081.55,2026-03-01 04:55:57,Food,Pune,Mobile,Wallet,2,False
105273,1426,56260.86,2026-03-04 21:11:07,Electronics,Hyderabad,Mobile,Net Banking,5,False
105274,1804,93117.89,2026-01-26 13:22:15,Food,Hyderabad,POS,UPI,4,False
105275,841,36398.36,2026-05-05 01:27:26,Jewelry,Bangalore,Mobile,Wallet,2,False
105276,1570,37840.82,2026-04-26 07:35:46,Food,Mumbai,POS,Wallet,5,False
105277,692,127824.53,2026-04-25 22:36:34,Food,Pune,Web,Wallet,0,False
105278,1925,46466.08,2026-01-26 20:41:18,Electronics,Bangalore,Mobile,Card,4,False
105279,766,126770.14,2026-05-20 17:55:05,Electronics,Bangalore,POS,Net Banking,2,False
105280,1461,28283.91,2026-01-27 01:03:57,Food,Pune,POS,UPI,3,False
105281,564,22698.45,2026-02-19 13:34:34,Luxury,Bangalore,Mobile,UPI,0,False
105282,706,104064.21,2026-05-25 08:44:45,Luxury,Chennai,Mobile,UPI,4,False
105283,1679,65161.96,2026-04-29 00:00:39,Electronics,Mumbai,Mobile,Net Banking,3,True
105284,1225,67799.26,2026-06-05 08:11:19,Food,Pune,Web,Wallet,2,False
105285,1833,74416.13,2026-05-04 03:34:06,Jewelry,Mumbai,Mobile,UPI,3,True
105286,1430,32290.33,2026-03-03 21:44:33,Luxury,Chennai,Mobile,Net Banking,1,False
105287,1624,114560.87,2026-03-08 10:03:11,Luxury,Mumbai,Mobile,Card,5,False
105288,578,68750.58,2026-01-13 11:39:42,Electronics,Chennai,Mobile,Wallet,3,False
105289,937,89303.47,2026-01-14 21:04:45,Luxury,Delhi,POS,UPI,5,False
105290,1094,79029.25,2026-02-02 08:44:24,Luxury,Pune,Mobile,Wallet,0,False
105291,1133,122790.81,2026-05-26 17:35:49,Food,Hyderabad,POS,Wallet,2,False
105292,1089,51014.15,2026-02-11 03:02:53,Food,Chennai,POS,UPI,5,True
105293,1813,89239.39,2026-05-31 13:50:03,Electronics,Pune,Mobile,Wallet,0,False
105294,1423,95327.82,2026-04-12 16:44:42,Food,Chennai,POS,Net Banking,5,False
105295,1978,113616.57,2026-03-03 09:15:05,Luxury,Pune,Web,Wallet,5,False
105296,1523,54701.85,2026-02-24 17:25:52,Jewelry,Pune,Web,Card,0,False
105297,1622,46008.65,2026-01-02 07:35:03,Food,Mumbai,Mobile,UPI,2,False
105298,720,57835.18,2026-03-06 14:32:19,Electronics,Chennai,Web,Card,5,False
105299,1252,98544.66,2026-01-19 06:14:19,Food,Bangalore,Mobile,Wallet,0,False
105300,655,20680.74,2026-03-03 00:48:16,Jewelry,Bangalore,Mobile,Net Banking,1,False
105301,1628,82632.22,2026-01-23 23:21:14,Jewelry,Mumbai,Web,Wallet,4,False
105302,989,108921.14,2026-05-24 02:05:52,Food,Delhi,POS,Wallet,5,True
105303,1060,144906.72,2026-06-04 18:06:18,Jewelry,Hyderabad,POS,UPI,3,False
105304,1872,112042.9,2026-03-02 01:33:11,Food,Hyderabad,POS,Net Banking,4,True
105305,1110,148452.49,2026-02-28 07:21:17,Food,Mumbai,POS,Net Banking,5,False
105306,1359,135486.87,2026-01-11 21:33:34,Jewelry,Delhi,Mobile,Card,4,False
105307,1261,143112.06,2026-06-10 23:55:56,Food,Mumbai,Web,UPI,0,False
105308,824,14524.37,2026-04-25 04:54:22,Food,Bangalore,POS,Wallet,2,False
105309,1511,89924.7,2026-04-21 23:25:14,Electronics,Pune,Mobile,Net Banking,2,False
105310,668,136314.46,2026-02-14 12:18:42,Jewelry,Bangalore,Mobile,UPI,1,False
105311,1988,40379.87,2026-01-09 07:05:41,Food,Bangalore,Mobile,Wallet,5,False
105312,1588,114475.22,2026-04-03 19:55:34,Food,Bangalore,Mobile,Wallet,2,False
105313,1138,38302.67,2026-01-22 07:11:14,Food,Chennai,Web,Wallet,3,False
105314,1206,78689.04,2026-02-27 09:09:53,Electronics,Bangalore,POS,Net Banking,1,False
105315,1519,77084.77,2026-04-24 22:40:40,Food,Delhi,Web,Wallet,0,False
105316,734,47038.97,2026-02-01 11:16:24,Food,Chennai,POS,Card,2,False
105317,705,117557.38,2026-01-05 01:46:58,Food,Bangalore,POS,Card,0,False
105318,1924,78054.01,2026-02-14 03:05:31,Electronics,Delhi,Web,Card,0,False
105319,1181,116784.38,2026-05-26 15:30:48,Luxury,Mumbai,POS,Wallet,3,False
105320,1600,783.03,2026-01-01 07:09:36,Jewelry,Chennai,Web,Card,0,False
105321,876,144324.5,2026-04-02 05:07:32,Electronics,Pune,POS,UPI,1,False
105322,502,100727.42,2026-03-16 00:36:42,Luxury,Mumbai,POS,Net Banking,1,False
105323,1093,30860.05,2026-02-12 10:56:17,Food,Delhi,Mobile,Net Banking,3,False
105324,1580,24498.47,2026-06-16 13:49:55,Electronics,Chennai,Web,Card,0,False
105325,1970,142036.91,2026-01-06 12:31:24,Electronics,Chennai,Web,Net Banking,2,False
105326,1257,1738.04,2026-03-19 23:51:05,Electronics,Mumbai,Web,Wallet,5,False
105327,787,117670.29,2026-01-11 00:01:46,Electronics,Chennai,Mobile,Net Banking,0,False
105328,1414,22332.98,2026-05-22 04:01:40,Electronics,Mumbai,Web,Wallet,1,False
105329,1448,99640.28,2026-01-22 06:48:01,Luxury,Hyderabad,Mobile,Card,0,False
105330,923,29205.27,2026-01-21 11:39:02,Electronics,Bangalore,POS,Wallet,0,False
105331,1044,144942.24,2026-05-30 01:08:34,Food,Delhi,POS,Net Banking,5,True
105332,1582,98319.52,2026-04-25 13:11:23,Food,Delhi,Mobile,Net Banking,1,False
105333,1888,147407.53,2026-05-12 11:36:53,Jewelry,Pune,Web,Wallet,2,False
105334,1683,70842.0,2026-02-17 03:18:45,Food,Bangalore,POS,Card,2,False
105335,1243,98659.21,2026-04-30 13:50:43,Jewelry,Hyderabad,Mobile,Net Banking,2,False
105336,1608,58296.16,2026-01-06 22:45:27,Jewelry,Hyderabad,Mobile,Net Banking,3,False
105337,1163,15918.33,2026-03-22 14:37:45,Jewelry,Bangalore,POS,UPI,4,False
105338,519,57477.74,2026-02-19 18:40:23,Electronics,Hyderabad,POS,Net Banking,1,False
105339,762,125596.61,2026-03-24 20:32:52,Jewelry,Pune,POS,Wallet,0,False
105340,1248,57636.71,2026-06-02 11:02:36,Electronics,Bangalore,Web,UPI,1,False
105341,561,115182.05,2026-05-28 05:48:48,Jewelry,Hyderabad,POS,Card,4,False
105342,1152,13608.58,2026-05-17 01:23:21,Jewelry,Mumbai,Mobile,Card,3,False
105343,1736,142739.57,2026-02-26 18:05:50,Luxury,Hyderabad,Web,Card,4,False
105344,545,57745.87,2026-04-27 20:55:22,Luxury,Pune,Web,UPI,0,False
105345,1694,24641.9,2026-02-08 07:58:08,Jewelry,Pune,Web,Net Banking,4,False
105346,1050,89408.99,2026-01-02 23:53:51,Electronics,Hyderabad,POS,Card,5,False
105347,1884,57799.77,2026-05-19 19:23:15,Electronics,Hyderabad,POS,Wallet,4,False
105348,1076,57201.49,2026-05-01 21:19:36,Electronics,Hyderabad,Mobile,UPI,5,False
105349,1427,115567.74,2026-02-08 03:39:16,Jewelry,Bangalore,Web,Wallet,2,False
105350,606,53239.75,2026-04-04 12:33:38,Luxury,Pune,POS,Card,2,False
105351,1666,72120.91,2026-05-30 04:34:28,Luxury,Bangalore,POS,UPI,4,True
105352,928,148529.33,2026-06-13 04:44:28,Electronics,Pune,POS,Wallet,0,False
105353,1785,88078.42,2026-02-05 05:06:27,Jewelry,Chennai,Mobile,UPI,5,False
105354,667,31996.2,2026-03-29 19:29:54,Food,Hyderabad,POS,UPI,5,False
105355,927,48362.3,2026-02-07 17:49:05,Electronics,Bangalore,Mobile,Wallet,4,False
105356,1234,50924.64,2026-03-21 00:17:55,Luxury,Delhi,Web,Card,4,True
105357,1962,29221.57,2026-05-05 19:18:40,Luxury,Pune,Web,Card,0,False
105358,732,101343.38,2026-05-09 05:37:27,Jewelry,Chennai,POS,Card,5,False
105359,1507,116017.49,2026-06-03 09:05:17,Food,Mumbai,Mobile,Wallet,5,False
105360,1530,144225.65,2026-01-25 22:31:27,Electronics,Pune,Mobile,Wallet,5,False
105361,1483,65224.81,2026-02-05 07:22:14,Electronics,Pune,Web,Wallet,2,False
105362,607,54034.36,2026-01-01 11:58:44,Electronics,Pune,Web,Card,2,False
105363,796,114721.87,2026-03-08 09:59:03,Food,Delhi,Web,Net Banking,1,False
105364,563,19922.72,2026-04-20 16:44:32,Jewelry,Bangalore,Mobile,Net Banking,4,False
105365,774,86018.4,2026-06-19 00:27:44,Electronics,Mumbai,Web,Wallet,2,False
105366,769,107091.4,2026-01-26 12:40:53,Luxury,Bangalore,Mobile,Wallet,5,False
105367,1448,43267.97,2026-06-09 22:33:44,Electronics,Chennai,POS,Card,4,False
105368,724,101571.2,2026-04-09 13:51:10,Jewelry,Delhi,POS,Net Banking,4,False
105369,791,108992.77,2026-04-25 22:04:51,Jewelry,Chennai,POS,Net Banking,1,False
